1600, 00-13-a2-00-40-98-98-4f,0,64,16,37,16,30,0,35,24,25,19,19,0,19,0,8,19,16,0,0,0,0,8,0,0,8,0,8,0,8,8,0,8,0,3
1600, 00-13-a2-00-40-98-98-4f,0,64,16,40,0,16,16,24,0,24,0,19,0,19,0,0,0,27,0,0,0,0,19,0,0,19,0,8,0,8,8,0,0,8,12
1600, 00-13-a2-00-40-98-98-4f,0,64,32,41,27,32,0,25,0,27,0,19,0,19,0,19,0,19,0,0,0,8,0,0,0,8,0,8,0,8,0,8,0,8,21
1600, 00-13-a2-00-40-98-98-4f,0,64,16,37,16,16,0,24,27,24,0,19,0,19,0,19,19,19,0,0,0,8,0,8,8,19,0,8,0,8,0,0,8,8,30
1600, 00-13-a2-00-40-98-98-4f,0,64,32,37,30,38,0,27,30,33,0,0,19,19,0,19,19,19,0,0,0,8,0,8,0,19,0,0,8,8,0,8,8,8,39
1600, 00-13-a2-00-40-98-98-4f,0,64,41,46,0,33,0,27,19,25,0,0,0,16,0,19,8,16,0,8,0,8,0,8,16,0,0,0,0,0,0,8,0,0,48
1600, 00-13-a2-00-40-98-98-4f,0,64,25,41,0,35,0,30,0,27,0,19,0,19,0,19,0,19,0,0,8,19,0,0,8,8,0,8,8,8,0,0,8,8,57
1600, 00-13-a2-00-40-98-98-4f,0,64,16,35,19,30,0,19,19,30,0,0,19,8,0,19,19,19,0,8,8,0,0,0,8,0,0,0,8,8,0,8,8,8,66
1600, 00-13-a2-00-40-98-98-4f,0,64,16,37,0,30,24,27,0,30,8,19,0,30,19,19,0,19,0,0,8,0,19,0,8,0,0,8,0,8,8,8,8,8,75
1600, 00-13-a2-00-40-98-98-4f,0,64,16,35,35,16,19,25,16,24,0,0,16,0,16,19,16,19,0,8,0,8,8,0,0,19,0,0,8,0,8,8,8,8,84
1600, 00-13-a2-00-40-98-98-4f,0,64,32,35,30,16,0,19,24,27,0,0,19,0,0,19,24,19,0,8,0,0,0,0,19,8,0,0,8,0,0,19,19,8,93
1600, 00-13-a2-00-40-98-98-4f,0,64,16,35,30,16,0,30,24,27,0,19,0,0,0,19,19,19,0,19,0,0,0,0,8,8,0,8,0,0,0,8,8,8,102
1600, 00-13-a2-00-40-98-98-4f,0,64,41,46,16,30,0,24,19,30,0,19,0,30,0,19,19,19,0,8,0,0,0,8,0,8,0,8,0,8,0,0,8,8,111
1600, 00-13-a2-00-40-98-98-4f,0,64,0,37,32,24,8,24,27,27,0,19,19,19,0,19,19,19,0,8,0,19,0,8,8,8,0,8,8,8,0,0,8,8,120
1600, 00-13-a2-00-40-98-98-4f,0,64,0,35,40,16,0,25,24,27,0,19,19,0,0,19,19,8,0,8,0,0,0,0,19,19,0,0,0,0,0,8,8,8,129
1600, 00-13-a2-00-40-98-98-4f,0,64,32,46,0,30,0,24,0,30,0,30,0,0,0,19,0,19,0,0,0,16,0,0,0,0,0,19,0,8,0,0,0,8,138
1600, 00-13-a2-00-40-98-98-4f,0,64,16,35,16,25,19,27,27,27,0,8,8,0,19,19,19,19,0,8,0,8,8,8,8,8,0,0,0,8,8,8,8,8,147
1600, 00-13-a2-00-40-98-98-4f,0,64,16,43,0,35,0,24,16,30,0,0,0,19,0,0,19,16,0,0,0,0,8,8,0,8,0,0,0,8,8,8,8,8,156
